route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCE3,OCESN,"","Châteaubriant - Rennes",,2,,,
OCESN-87481648-87471359,OCESN,"","Châteaubriant - Retiers",,3,,,
OCESN-87471607-87478404,OCESN,"","Fougères - Laval",,3,,,
OCESN-87580944-87478404,OCESN,"","Fougères-Carnot - Laval",,3,,,
OCESN-87478164-87478073,OCESN,"","Dinan - Dol",,2,,,
OCESN-87576363-87576215,OCESN,"","Luçay-le-Male - Valençay",,3,,,
OCESN-87576025-87543165,OCESN,"","Romorantin-Blanc-Argent - Salbris",,3,,,
OCESN-87576173-87576215,OCESN,"","Faubourg-d'Orléans - Valençay",,3,,,
OCESN-87173401-87108829,OCESN,"","La Ferté-sur-Chiers - Sedan-Place-Calonne",,3,,,
OCE701665,OCESN,"","BUS TER SEDAN-LA FERTE SUR CHIERS",,3,,,
OCE701664,OCESN,"","BUS TER CHALONS EN CHAMPAGNE -VERDUN",,3,,,
OCESN-87174003-87175778,OCESN,"","Châlons-en-Champagne - Verdun",,3,,,
OCE701666,OCESN,"","BUS TER CHALONS-LANGRES",,3,,,
OCESN-87175000-87174276,OCESN,"","St-Dizier - Vitry-le-François",,3,,,
OCESN-87175091-87175000,OCESN,"","Joinville - St-Dizier",,3,,,
OCESN-87142000-87175091,OCESN,"","Chaumont - Joinville",,3,,,
OCESN-87142000-87175000,OCESN,"","Chaumont - St-Dizier",,2,,,
OCESN-87142000-87338129,OCESN,"","Chaumont - Langres-Gendarmerie",,3,,,
OCESN-87142000-87118000,OCESN,"","Chaumont - Troyes",,3,,,
OCE701667,OCESN,"","BUS TER TROYES - CHAUMONT",,3,,,
OCESN-87118299-87215582,OCESN,"","Bar-sur-Aube - Ville-sous-La-Ferté",,3,,,
OCESN-87118299-87118000,OCESN,"","Bar-sur-Aube - Troyes",,3,,,
OCESN-87118000-87118257,OCESN,"","Troyes - Vendeuvre (Aube)",,3,,,
OCESN-87118257-87215582,OCESN,"","Vendeuvre (Aube) - Ville-sous-La-Ferté",,3,,,
OCESN-87118299-87118257,OCESN,"","Bar-sur-Aube - Vendeuvre (Aube)",,3,,,
OCESN-87118158-87118000,OCESN,"","Romilly-sur-Seine - Troyes",,3,,,
OCESN-87142000-87215582,OCESN,"","Chaumont - Ville-sous-La-Ferté",,3,,,
OCESN-87279877-87142000,OCESN,"","Bricon(la Poste) - Chaumont",,3,,,
OCE701668,OCESN,"","BUS TER TROYES - LAROCHES-MIGENNES",,3,,,
OCESN-87683318-87118000,OCESN,"","St-Florentin-Vergigny - Troyes",,3,,,
OCESN-87683268-87118000,OCESN,"","Laroche-Migennes - Troyes",,3,,,
OCE701669,OCESN,"","BUS TER TROYES - NOGENT-SUR-SEINE",,3,,,
OCESN-87118091-87118000,OCESN,"","St-Mesmin - Troyes",,3,,,
OCESN-87118190-87118158,OCESN,"","Nogent-sur-Seine - Romilly-sur-Seine",,3,,,
OCESN-87172007-87295063,OCESN,"","Charleville-Mézières - Hirson",,3,,,
OCESN-87171926-87171009,OCESN,"","Champagne-Ardenne - Reims",,2,,,
OCE488859,OCESN,"","Aillevillers-Belfort",,3,,,
OCE492859,OCESN,"","Vesoul-Gray",,3,,,
OCESN-87438655-87185009,OCESN,"","Gray-Gare-Routière - Vesoul",,3,,,
OCE492861,OCESN,"","Vesoul-Culmont",,3,,,
OCESN-87185355-87185009,OCESN,"","Jussey - Vesoul",,3,,,
OCESN-87142125-87185009,OCESN,"","Culmont-Chalindrey - Vesoul",,3,,,
OCESN-87185009-87316562,OCESN,"","Vesoul - Vitrey-sur-Mance",,3,,,
OCESN-87438655-87143222,OCESN,"","Gray-Gare-Routière - Leffond",,3,,,
OCE492860,OCESN,"","Gray-Culmont",,3,,,
OCESN-87142125-87438655,OCESN,"","Culmont-Chalindrey - Gray-Gare-Routière",,3,,,
OCESN-87142687-87438655,OCESN,"","Champlitte - Gray-Gare-Routière",,3,,,
OCESN-87718007-87718619,OCESN,"","Besançon-Viotte - Morteau",,2,,,
OCE512869,OCESN,"","Besançon-Le Locle",,3,,,
OCE516894,OCESN,"","Dole-Saint Claude",,3,,,
OCESN-87713412-87718833,OCESN,"","Dole-Ville - Mouchard",,2,,,
OCESN-87718239-87718833,OCESN,"","Lons-le-Saunier - Mouchard",,3,,,
OCE516889,OCESN,"","Mouchard-Lons Le Saunier",,3,,,
OCE516890,OCESN,"","Mouchard-Besançon",,3,,,
OCESN-87718833-87718890,OCESN,"","Mouchard - Salins-les-Bains",,3,,,
OCE516891,OCESN,"","Mouchard-Salins les Bains",,3,,,
OCE512871,OCESN,"","Frasne-Pontarlier",,3,,,
OCESN-87715136-87715003,OCESN,"","Frasne - Pontarlier",,3,,,
OCESN-87659664-87715003,OCESN,"","Dompierre-Halte-Rout. - Pontarlier",,3,,,
OCESN-87715169-87715003,OCESN,"","Les Granges-Narboz - Pontarlier",,3,,,
OCE516880,OCESN,"","Frasne-Vallorbe",,3,,,
OCESN-87715136-85011031,OCESN,"","Frasne - Vallorbe-Cff",,3,,,
OCESN-87715136-87715524,OCESN,"","Frasne - Jougne",,3,,,
OCESN-87185595-87185009,OCESN,"","Luxeuil-les-Bains - Vesoul",,3,,,
OCE488860,OCESN,"","Vesoul-Luxeuil les Bains",,3,,,
OCESN-87718007-87185595,OCESN,"","Besançon-Viotte - Luxeuil-les-Bains",,3,,,
OCESN-87715326-87743633,OCESN,"","Champagnole - St-Claude",,2,,,
OCESN-87713412-87743633,OCESN,"","Dole-Ville - St-Claude",,2,,,
OCESN-87775288-87775007,OCESN,"","Alès - Nîmes",,2,,,
OCE140665,OCESN,"","ligne routière Alès Nîmes",,3,,,
OCE140664,OCESN,"","ligne routière Nîmes Le Grau du Roi",,3,,,
OCE140660,OCESN,"","ligne routière La Bastide Langogne Mende",,3,,,
OCESN-87775171-87783605,OCESN,"","La Bastide-St-Laurent - Mende",,3,,,
OCESN-87773002-87783480,OCESN,"","Montpellier-Saint-Roch - St-Affrique",,3,,,
OCE140658,OCESN,"","ligne routière Montpellier Millau St Affrique",,3,,,
OCE140657,OCESN,"","ligne routière St Chély Millau",,3,,,
OCESN-87783282-87783001,OCESN,"","Marvejols - Millau",,3,,,
OCE140656,OCESN,"","ligne routière Mende Clermont Ferrand",,3,,,
OCESN-87734004-87783605,OCESN,"","Clermont-Ferrand - Mende",,3,,,
OCE140661,OCESN,"","ligne routière Mende Le Puy",,3,,,
OCE140659,OCESN,"","ligne routière Mende Marvejols St chély",,3,,,
OCESN-87783282-87783605,OCESN,"","Marvejols - Mende",,2,,,
OCESN-87775171-87783282,OCESN,"","La Bastide-St-Laurent - Marvejols",,3,,,
OCESN-87615286-87615260,OCESN,"","Carcassonne - Quillan",,3,,,
OCE140662,OCESN,"","ligne routière Carcassonne Quillan",,3,,,
OCESN-87615161-87615260,OCESN,"","Limoux - Quillan",,3,,,
OCE144650,OCESN,"","ligne routière Béziers Bédarieux",,3,,,
OCESN-87781609-87781005,OCESN,"","Bédarieux - Béziers",,3,,,
OCESN-87597609-87641001,OCESN,"","Guéret - Montluçon-Ville",,3,,,
OCE532920,OCESN,"","Montluçon - Guéret",,3,,,
OCESN-87592006-87641001,OCESN,"","Limoges-Bénédictins - Montluçon-Ville",,2,,,
OCESN-87594499-87594093,OCESN,"","Tulle - Ussel",,3,,,
OCE532923,OCESN,"","Ussel - Brive",,3,,,
OCESN-87594168-87594499,OCESN,"","Egletons - Tulle",,3,,,
OCESN-87594002-87594093,OCESN,"","Brive-la-Gaillarde - Ussel",,2,,,
OCESN-87594168-87594275,OCESN,"","Egletons - Meymac",,3,,,
OCESN-87594002-87594168,OCESN,"","Brive-la-Gaillarde - Egletons",,3,,,
OCESN-87645705-87594093,OCESN,"","Bort-les-Orgues - Ussel",,3,,,
OCE572944,OCESN,"","Ussel - Bort les Orgues",,3,,,
OCESN-87141523-87141622,OCESN,"","Pont-St-Vincent - Praye-sous-Vaudémont",,3,,,
OCESN-87141523-87141564,OCESN,"","Pont-St-Vincent - Pulligny-Autrey",,3,,,
OCESN-87141002-87144279,OCESN,"","Nancy-Ville - Vittel",,3,,,
OCESN-87144212-87141002,OCESN,"","Mirecourt - Nancy-Ville",,3,,,
OCESN-87144287-87141002,OCESN,"","Contrexéville - Nancy-Ville",,3,,,
OCESN-87144212-87144279,OCESN,"","Mirecourt - Vittel",,3,,,
OCESN-87144287-87144212,OCESN,"","Contrexéville - Mirecourt",,3,,,
OCESN-87142497-87144212,OCESN,"","Damblain - Mirecourt",,3,,,
OCESN-87144287-87142497,OCESN,"","Contrexéville - Damblain",,3,,,
OCESN-87142125-87141002,OCESN,"","Culmont-Chalindrey - Nancy-Ville",,3,,,
OCESN-87144055-87144212,OCESN,"","Charmes (Vosges) - Mirecourt",,3,,,
OCESN-87405993-87141002,OCESN,"","Mirecourt (Lycée Agric) - Nancy-Ville",,3,,,
OCE669704,OCESN,"","Car CULMONT CHALINDREY - NANCY",,3,,,
OCESN-87144295-87141002,OCESN,"","Martigny-les-Bains - Nancy-Ville",,3,,,
OCESN-87700989-87701110,OCESN,"","Martigny-les-B-Thiebaut - Vézelise-J.-Leclerc",,3,,,
OCE629078,OCESN,"","Car SARREGUEMINES - BENING",,3,,,
OCESN-87193250-87193615,OCESN,"","Bening - Sarreguemines",,3,,,
OCE625078,OCESN,"","Car SARREBOURG-IGNEY AVRICOURT-LUNEVILLE",,3,,,
OCESN-87407064-87215012,OCESN,"","Igney (Centre) - Sarrebourg",,3,,,
OCESN-87194274-87194001,OCESN,"","Longuyon - Longwy",,3,,,
OCE629083,OCESN,"","Car LONGWY - LONGUYON",,3,,,
OCE637120,OCESN,"","Car LONGUYON - MONTMEDY",,3,,,
OCE637181,OCESN,"","Car SARREBOURG - MORHANGE",,3,,,
OCESN-87192286-87215012,OCESN,"","Morhange - Sarrebourg",,3,,,
OCESN-87215319-87215012,OCESN,"","Loudrefing - Sarrebourg",,3,,,
OCE625077,OCESN,"","Car REMILLY - MORHANGE",,3,,,
OCESN-87215012-87215236,OCESN,"","Sarrebourg - St-Jean-de-Bassel",,3,,,
OCE637164,OCESN,"","Car NANCY - NEUFCHATEAU",,3,,,
OCESN-87406975-87215012,OCESN,"","Fénétrange (Gendarm.) - Sarrebourg",,3,,,
OCESN-87215319-87477638,OCESN,"","Loudrefing - Sarrebourg-LP-Messmer",,3,,,
OCESN-87141002-87458869,OCESN,"","Nancy-Ville - Neufchateau-Lp",,3,,,
OCESN-87141291-87141044,OCESN,"","Neufchâteau - Toul",,3,,,
OCE637174,OCESN,"","Car CREUTZWALD - THIONVILLE",,3,,,
OCESN-87141002-87141291,OCESN,"","Nancy-Ville - Neufchâteau",,2,,,
OCESN-87406736-87191007,OCESN,"","Creutzwald G.R. - Thionville",,3,,,
OCESN-87406777-87191007,OCESN,"","Hombourg (Chapelle) - Thionville",,3,,,
OCESN-87406744-87191007,OCESN,"","Distroff (Eglise) - Thionville",,3,,,
OCE621078,OCESN,"","Car THIONVILLE - APACH",,3,,,
OCE637136,OCESN,"","Car SARREBOURG - SARREGUEMINES",,3,,,
OCESN-87215012-87193615,OCESN,"","Sarrebourg - Sarreguemines",,3,,,
OCESN-87406975-87477620,OCESN,"","Fénétrange (Gendarm.) - Sarrebourg-Abri-Phalsbo",,3,,,
OCESN-87215459-87215012,OCESN,"","Sarre-Union - Sarrebourg",,3,,,
OCESN-87215459-87193615,OCESN,"","Sarre-Union - Sarreguemines",,2,,,
OCESN-87477562-87477646,OCESN,"","Berthelming-Mairie - Sarrebourg-Mairie",,3,,,
OCE637111,OCESN,"","Car NANCY - METZ",,3,,,
OCE180690,OCESN,"","Bus 4706+4708 Gaillac Laguépie Figeac",,3,,,
OCESN-87615625-87613422,OCESN,"","Carmaux - Rodez",,3,,,
OCE180687,OCESN,"","Bus 4709 4711 Toulouse Albi Carmaux Rodez",,3,,,
OCE180691,OCESN,"","Bus 4705 (TE) Villefranche de R (FIG) (BLG) Aubin Viviez Decazeville Rodez",,3,,,
OCESN-87613679-87613893,OCESN,"","Decazeville-Centre - Villefranche-Rouergue",,3,,,
OCESN-87613091-87661132,OCESN,"","Figeac - Rocamadour-Centre",,3,,,
OCE180689,OCESN,"","Bus 4710 4707 (Brive) Gramat Figeac Rodez",,3,,,
OCE180696,OCESN,"","Bus 4703 4702 4701 (TE) Montauban Cahors Brive",,3,,,
OCESN-87613000-87611244,OCESN,"","Cahors - Montauban-Ville-Bourbon",,3,,,
OCESN-87586008-87611897,OCESN,"","Agen - Castelsarrasin",,3,,,
OCE180697,OCESN,"","Bus 4713 (TE) Castelsarrasin Agen",,3,,,
OCE180698,OCESN,"","Bus 4712 Toulouse Mazamet",,3,,,
OCESN-87165845-87611004,OCESN,"","Mazamet-Gare-Routière - Toulouse-Matabiau",,3,,,
OCESN-87611152-87611004,OCESN,"","Montréjeau-Gourdan-Pol. - Toulouse-Matabiau",,3,,,
OCESN-87672006-87611004,OCESN,"","Pau - Toulouse-Matabiau",,3,,,
OCE180694,OCESN,"","Toulouse / Luchon / Pau",,3,,,
OCESN-87671339-87672006,OCESN,"","Lourdes - Pau",,3,,,
OCESN-87671123-87671339,OCESN,"","Lannemezan - Lourdes",,3,,,
OCESN-87611053-87620195,OCESN,"","Longages-Noé - St-Sulpice-sur-Lèze",,3,,,
OCESN-87695015-87611152,OCESN,"","Luchon-Richelieu - Montréjeau-Gourdan-Pol.",,3,,,
OCESN-87439992-87613661,OCESN,"","Decazeville-Lycée-Polyv - Viviez-Decazeville",,3,,,
OCE180695,OCESN,"","Toulouse / Latour de Carol",,3,,,
OCESN-87611533-87611343,OCESN,"","Ax-les-Thermes - Pamiers",,3,,,
OCESN-87611236-87611152,OCESN,"","Luchon - Montréjeau-Gourdan-Pol.",,3,,,
OCESN-87611616-87611483,OCESN,"","Foix - Latour-de-Carol-Enveitg",,2,,,
OCESN-87613679-87613661,OCESN,"","Decazeville-Centre - Viviez-Decazeville",,3,,,
OCE180688,OCESN,"","Bus 4736 Rodez Séverac Millau St Rome de Cernon",,3,,,
OCE180692,OCESN,"","Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG)",,3,,,
OCESN-87594333-87594572,OCESN,"","Souillac - St-Denis-près-Martel",,3,,,
OCESN-87615005-87611004,OCESN,"","Albi-Ville - Toulouse-Matabiau",,2,,,
OCESN-87295600-87295014,OCESN,"","Aulnoye Aymeries - Jeumont",,2,,,
OCE697674,OCESN,"","CAR-LILLE-VALENCIENNES-AULNOYE-JEUMONT-VALENCIENNES-CAMBRAI",,3,,,
OCESN-87342006-87342337,OCESN,"","Béthune - St Pol sur Ternoise",,3,,,
OCE697672,OCESN,"","CAR-LILLE-DON-BETHUNE-ST POL",,3,,,
OCESN-87343475-87345314,OCESN,"","Lourches - Somain",,3,,,
OCE697681,OCESN,"","CAR-LILLE-DOUAI-VALENCIENNES-CAMBRAI",,3,,,
OCE697638,OCESN,"","CAR-AMIENS-BOULOGNE-CALAIS (Multi)",,3,,,
OCE368849,OCESN,"","Autocars Lison / St-Lô / Coutances / Folligny / Granville / Pontorson",,3,,,
OCESN-87447110-87447219,OCESN,"","Coutances - Lison",,3,,,
OCESN-87447219-87447003,OCESN,"","Lison - St-Lô",,3,,,
OCESN-87447110-87447649,OCESN,"","Coutances - Folligny",,3,,,
OCESN-87447680-87447219,OCESN,"","Granville - Lison",,3,,,
OCESN-87447110-87447680,OCESN,"","Coutances - Granville",,3,,,
OCESN-87447110-87447003,OCESN,"","Coutances - St-Lô",,3,,,
OCESN-87447680-87447003,OCESN,"","Granville - St-Lô",,3,,,
OCESN-87447649-87447680,OCESN,"","Folligny - Granville",,3,,,
OCE372846,OCESN,"","Autocars Argentan / Briouze / Bagnoles / Flers / Vire / Folligny / Granville",,3,,,
OCESN-87447680-87448167,OCESN,"","Granville - Vire-Centre",,3,,,
OCESN-87444539-87448001,OCESN,"","Argentan - Flers",,3,,,
OCESN-87449330-87448084,OCESN,"","Bagnoles- Orne Egl.Mad. - Briouze",,3,,,
OCESN-87444539-87449330,OCESN,"","Argentan - Bagnoles- Orne Egl.Mad.",,3,,,
OCESN-87444711-87444562,OCESN,"","Alençon - Surdon",,3,,,
OCE587,OCESN,"","Le Mans / Alençon / Argentan  / Caen",,2,,,
OCESN-87444638-87444562,OCESN,"","L'Aigle - Surdon",,3,,,
OCE372847,OCESN,"","Autocars L'Aigle / Surdon / Alençon",,3,,,
OCESN-87444711-87444638,OCESN,"","Alençon - L'Aigle",,3,,,
OCE583,OCESN,"","Lisieux / Trouville-Deauville / Dives-Cabourg",,2,,,
OCESN-87444414-87444372,OCESN,"","Dives-Cabourg - Trouville-Deauville",,2,,,
OCESN-87444000-87411017,OCESN,"","Caen - Rouen-Rive-Droite",,2,,,
OCE616,OCESN,"","Rouen R.D. / Caen",,2,,,
OCE637207,OCESN,"","FECAMP BREAUTE ROUTIER REGULIER",,3,,,
OCESN-87413344-87413542,OCESN,"","Bréauté-Beuzeville - Fécamp",,2,,,
OCESN-87484006-87484303,OCESN,"","Angers-St-Laud - Cholet",,2,,,
OCE669711,OCESN,"",""Cars Réguliers ""L 11""  (Nantes - St Gilles Croix de Vie)"",,3,,,
OCE669705,OCESN,"",""Cars Réguliers ""L 06""  (Nantes - Clisson - Cholet)"",,3,,,
OCESN-87486019-87486449,OCESN,"","La Roche-sur-Yon - Les Sables-d'Olonne",,3,,,
OCE1081887,OCESN,"","Cars Reguliers L 24  (Le Mans - Alençon)",,3,,,
OCESN-87396036-87396044,OCESN,"","La Guierche - Montbizot",,3,,,
OCE685636,OCESN,"","AMIENS - ALBERT / CAR",,3,,,
OCE985904,OCESN,"","FISMES-LA FERTE MILON",,3,,,
OCE685639,OCESN,"","BUSIGNY - ST QUENTIN / CAR",,3,,,
OCESN-87313510-87276006,OCESN,"","Beauvais-Gare-SNCF - Creil",,2,,,
OCE685640,OCESN,"","LAON - HIRSON / CAR",,3,,,
OCESN-87317362-87317529,OCESN,"","Abbeville - Le Tréport-Mers-Les-B",,3,,,
OCE685648,OCESN,"","ABBEVILLE - LE TREPORT / CAR",,3,,,
OCE685647,OCESN,"","AMIENS - ABBEVILLE - RUE / CAR",,3,,,
OCE685642,OCESN,"","COMPIEGNE - TERGNIER /CAR",,3,,,
OCESN-87276691-87276766,OCESN,"","Compiègne - Ribécourt",,3,,,
OCESN-87276691-87296442,OCESN,"","Compiègne - Tergnier",,3,,,
OCE685646,OCESN,"","BEAUVAIS - LE TREPORT / CAR",,3,,,
OCESN-87487173-87202481,OCESN,"","Parthenay - Poitiers-Gare-Routière",,3,,,
OCE572933,OCESN,"","Poitiers - Parthenay",,3,,,
OCESN-87487249-87202481,OCENI,"","Bressuire - Poitiers-Gare-Routière",,3,,,
OCE641480,OCESN,"","Châtellerault - Poitiers",,3,,,
OCE641479,OCESN,"","Niort - Mauzé",,3,,,
OCESN-87485300-87485359,OCESN,"","Niort - Prissé-la-Charrière",,3,,,
OCESN-87583005-87491100,OCESN,"","Angoulême - Pons",,3,,,
OCE641478,OCESN,"","Pons - Jonzac - Angoulême",,3,,,
OCE572938,OCESN,"","Chinon - Thouars",,3,,,
OCE592927,OCESN,"","Bressuire - Saumur",,3,,,
OCE572937,OCESN,"","Saumur - Les Sables D'Olonne",,3,,,
OCE140637,OCESN,"","ANNECY - GENEVE (Cars)",,3,,,
OCESN-87746008-87745497,OCESN,"","Annecy - Annemasse",,2,,,
OCESN-87746008-87745927,OCESN,"","Annecy - Genève-Eaux-Vives-Rieu",,3,,,
OCE496868,OCESN,"","LY/BGD/GCO",,3,,,
OCE156699,OCESN,"","Lyon - (LTP - AMB) - Chambéry Routier",,3,,,
OCE156687,OCESN,"","Lyon - Annecy Routier",,3,,,
OCESN-87746008-87697128,OCESN,"","Annecy - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87335521-87763029,OCESN,"","Grenoble-Gare-Routière - Valence-TGV",,3,,,
OCE252843,OCESN,"","CARS GE VCE",,3,,,
OCESN-87741009-87335521,OCESN,"","Chambéry-Chal.-les-Eaux - Grenoble-Gare-Routière",,3,,,
OCE252844,OCESN,"","CARS Grenoble Chambery",,3,,,
OCESN-87335521-87556506,OCESN,"","Grenoble-Gare-Routière - Valence-Gare-Routière",,3,,,
OCE160697,OCESN,"","Lyon - Grenoble Routier",,3,,,
OCE669574,OCESN,"","St Etienne Lyon routier",,3,,,
OCESN-87697128-87726000,OCESN,"","Lyon-Part-Dieu-Gare-Rou - St-Etienne-Châteaucreux",,2,,,
OCESN-87743716-87696013,OCESN,"","Ambérieu-en-Bugey - Bourg-En-Bresse-Gare-Ro",,3,,,
OCE232739,OCESN,"","Lyon St Paul - Lozanne Routier",,3,,,
OCESN-87721423-87721175,OCESN,"","Lozanne - Lyon-Gorge-de-Loup",,3,,,
OCESN-87721423-87721159,OCESN,"","Lozanne - Lyon-St-Paul",,3,,,
OCE156701,OCESN,"","Lyon - Roanne Routier",,3,,,
OCE144649,OCESN,"","LYON - LOZANNE - PARAY-LE-MONIAL Routier",,3,,,
OCESN-87721860-87721423,OCESN,"","Lamure-sur-Azergues - Lozanne",,3,,,
OCESN-87721423-87484584,OCESN,"","Lozanne - Poule-Mairie",,3,,,
OCESN-87698290-87721423,OCESN,"","Grandris-Centre - Lozanne",,3,,,
OCE156704,OCESN,"","St-Etienne - Montbrison Routier",,3,,,
OCE941883,OCESN,"","Diois",,3,,,
OCESN-87761841-87556506,OCENI,"","Die - Valence-Gare-Routière",,3,,,
OCE140639,OCESN,"","GRENOBLE - ANNEMASSE/EVIAN (Cars)",,3,,,
OCE260844,OCESN,"","cars St Etienne Valence",,3,,,
OCESN-87698662-87556506,OCESN,"","Saint-Etienne-Chtx-G.Ro - Valence-Gare-Routière",,3,,,
OCE140640,OCESN,"","LYON - CHAMONIX (Cars)",,3,,,
OCE140642,OCESN,"","MODANE - GRENOBLE (Cars)",,3,,,
OCE140641,OCESN,"","GRENOBLE - ANNONAY (Cars)",,3,,,
OCE140638,OCESN,"","GRENOBLE - CHAMONIX (Cars)",,3,,,
OCE496863,OCESN,"","Grenoble Aubenas",,3,,,
OCE140643,OCESN,"","BOURG-ST-MAURICE - GRENOBLE (Cars)",,3,,,
OCE140644,OCESN,"","CHAMBERY - CHAMONIX (Cars)",,3,,,
OCE140645,OCESN,"","CHAMBERY:ANNECY - EVIAN (Cars)",,3,,,
OCE140647,OCESN,"","BOURG-EN-BRESSE - CHAMBERY (Cars)",,3,,,
OCE140646,OCESN,"","LYON - OYONNAX - ST-CLAUDE - MOREZ (Cars)",,3,,,
OCE156695,OCESN,"","St-Claude - Oyonnax - Bourg - LPR Routier",,3,,,
OCE164703,OCESN,"","Lyon - Bourg-en-Bresse (via Villars) Routier",,3,,,
OCE160693,OCESN,"","(Aix) - Chambéry- Bourg-St-Maurice Routier",,3,,,
OCE140636,OCESN,"","BELLEGARDE - CHAMONIX (Cars)",,3,,,
OCE160699,OCESN,"","Bellegarde - Evian Routier",,3,,,
OCESN-87741793-87741009,OCESN,"","Bourg-St-Maurice - Chambéry-Chal.-les-Eaux",,3,,,
OCESN-87741645-87741793,OCESN,"","Albertville - Bourg-St-Maurice",,3,,,
OCESN-87696013-87743633,OCESN,"","Bourg-En-Bresse-Gare-Ro - St-Claude",,3,,,
OCESN-87696013-87743534,OCESN,"","Bourg-En-Bresse-Gare-Ro - Oyonnax",,3,,,
OCESN-87743534-87743633,OCESN,"","Oyonnax - St-Claude",,3,,,
OCE232738,OCESN,"","Mâcon - Lyon Routier",,3,,,
OCESN-87474007-87474098,OCENI,"","Brest - Quimper",,2,,,
OCESN-87474239-87474098,OCESN,"","Landerneau - Quimper",,3,,,
OCESN-87478164-87473009,OCESN,"","Dinan - St-Brieuc",,2,,,
OCESN-87478164-87473108,OCESN,"","Dinan - Lamballe",,3,,,
OCESN-87476689-87471300,OCESN,"","Malansac - Redon",,3,,,
OCESN-87476689-87476671,OCESN,"","Malansac - Questembert",,3,,,
OCESN-87471219-87471201,OCESN,"","Beslé - Fougeray-Langon",,3,,,
OCESN-87476671-87471300,OCESN,"","Questembert - Redon",,3,,,
OCESN-87447110-87471003,OCESN,"","Coutances - Rennes",,3,,,
OCESN-87144006-87144014,OCESN,"","Epinal - St-Dié-des-Vosges",,2,,,
OCESN-87192666-87191114,OCESN,"","Conflans-Jarny - Hagondange",,2,,,
OCESN-87191114-87175778,OCESN,"","Hagondange - Verdun",,3,,,
OCESN-87317263-87286302,OCESN,"","Calais Ville - Hazebrouck",,3,,,
OCESN-87286302-87223263,OCESN,"","Hazebrouck - Lille Europe",,3,,,
OCESN-87281006-87286302,OCESN,"","Dunkerque - Hazebrouck",,2,,,
OCESN-87345520-87343004,OCESN,"","Cambrai Ville - Valenciennes",,2,,,
OCESN-87342014-87286302,OCESN,"","Arras - Hazebrouck",,2,,,
OCESN-87342014-87342337,OCENI,"","Arras - St Pol sur Ternoise",,2,,,
OCESN-87317263-87286005,OCESN,"","Calais Ville - Lille Flandres",,2,,,
OCESN-87296244-87345520,OCESN,"","Busigny - Cambrai Ville",,2,,,
OCESN-87295600-87296244,OCESN,"","Aulnoye Aymeries - Busigny",,2,,,
OCESN-87317362-87317065,OCESN,"","Abbeville - Etaples Le Touquet",,3,,,
OCE697639,OCESN,"","CAR-LILLE-CALAIS",,3,,,
OCESN-87295600-87295006,OCESN,"","Aulnoye Aymeries - Maubeuge",,2,,,
OCESN-87295600-87295063,OCESN,"","Aulnoye Aymeries - Hirson",,2,,,
OCESN-87345025-87286005,OCESN,"","Lens - Lille Flandres",,2,,,
OCESN-87345009-87286005,OCESN,"","Douai - Lille Flandres",,2,,,
OCESN-87345009-87343004,OCESN,"","Douai - Valenciennes",,2,,,
OCESN-87286302-87286005,OCESN,"","Hazebrouck - Lille Flandres",,2,,,
OCESN-87342014-87345009,OCESN,"","Arras - Douai",,2,,,
OCESN-87317586-87317057,OCESN,"","Boulogne Ville - Rang du Fl. Verton Ber.",,2,,,
OCESN-87345520-87286005,OCESN,"","Cambrai Ville - Lille Flandres",,2,,,
OCESN-87345009-87296004,OCESN,"","Douai - St Quentin",,2,,,
OCESN-87345520-87345009,OCESN,"","Cambrai Ville - Douai",,2,,,
OCE156689,OCESN,"","Lyon Ambérieu St Rambert en B",,3,,,
OCESN-87726448-87734509,OCESN,"","Montbrison - Noirétable",,3,,,
OCESN-87734509-87698662,OCESN,"","Noirétable - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87726471-87698662,OCESN,"","Boën - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87726448-87698662,OCESN,"","Montbrison - Saint-Etienne-Chtx-G.Ro",,3,,,
OCESN-87698662-87734475,OCESN,"","Saint-Etienne-Chtx-G.Ro - Thiers",,3,,,
OCE156693,OCESN,"","Macon - Bourg-en-Bresse - Routier",,3,,,
OCESN-87696013-87725689,OCESN,"","Bourg-En-Bresse-Gare-Ro - Mâcon-Ville",,3,,,
OCESN-87741009-87723494,OCESN,"","Chambéry-Chal.-les-Eaux - St-André-le-Gaz",,2,,,
OCESN-87696013-87697128,OCESN,"","Bourg-En-Bresse-Gare-Ro - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCESN-87747626-87763003,OCESN,"","Clelles-Mens - Gap",,3,,,
OCE164707,OCESN,"","Grenoble - Gap - Briancon Routier",,3,,,
OCESN-87763003-87335521,OCESN,"","Gap - Grenoble-Gare-Routière",,3,,,
OCE168688,OCESN,"","Lyon St-Paul - Sain Bel Routier",,3,,,
OCESN-87721175-87721605,OCESN,"","Lyon-Gorge-de-Loup - Sain-Bel",,3,,,
OCE156710,OCESN,"","Villefranche - Lyon - Vienne Routier",,3,,,
